Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
"Optica Visual Light es una empresa que busca que la experiencia de todos sus clientes sea unica y personalizada, al mejor precio.

Experiencia persona...",5552148050,2-10 empleados,"Principal
Optica
Valle del Tajo 324, Local, Ecatepec, Edo. de México 55280, MX",Servicios de bienestar y mantenimiento físico,"Ecatepec, Edo. de México",55280,Ecatepec
"DIVINA EMOCIÓN CAFÉ ® Empresa 100% mexicana dedicada a la elaboración de bebidas provenientes del Café, otras bebidas de origen natural y saborizadas....",5536934141,11-50 empleados,"Principal
DIVINA EMOCIÓN CAFÉ
Av. Jardines de Morelos No. 41, Col. Jardines de Morelos, Sección Playas., Local 1, Ecatepec de Morelos, México 55070, MX",Restauración,"Ecatepec de Morelos, México",55070,Ecatepec
"Somos una agencia innovadora especializada en Brand Management & Marketing, Organización de eventos y Entretenimiento.
Asesoramos y gestionamos proyec...",,2-10 empleados,"Principal
Tlalnepantla de Baz
México, Tlalnepantla de Baz 55010, MX",Servicios de publicidad,"México, Tlalnepantla de Baz",55010,Ecatepec
"Plantas purificadoras de agua, Suavizadores de agua, Filtros para agua, Purificadores caseros de agua, Materiales filtrantes, Válvulas y miles de prod...",,2-10 empleados,"Principal
Aquiles Serdán L.7, Mza.127, Col. Miguel Hidalgo, Ecatepec, Estado de México 55490, MX",Comercio al por menor,"Ecatepec, Estado de México",55490,Ecatepec
"En RATSA® todas nuestras acciones están orientadas a incidir positivamente en el cuidado al medio ambiente y la preservación de la salud, a través de ...",52 555569-2343,11-50 empleados,"Principal
Av. Central No. 44 y 46, Colonia Rústica Xalostoc, Ecatepec, Estado de México 55340, MX",Comercio al por mayor de materiales de construcción,"Ecatepec, Estado de México",55340,Ecatepec
"CALLE CARLOS B. ZETINA 0 SN, Ecatepec De Morelos 55340, MX",,201-500 empleados,"CALLE CARLOS B. ZETINA 0 SN, Ecatepec De Morelos 55340, MX",Fabricación de muebles y artículos para el hogar,,55340,Ecatepec
En Soluciones BECMA brindamos Software Empresarial para simplificar los procesos de todas las PYMES de México. A través de las Soluciones CONTPAQi hem...,(55) 7583 8123,11-50 empleados,"Principal
Vía Morelos #287, Santa María Tulpetlac, MEXICO, MEXICO, ECATEPEC DE MORELOS 55400, MX",Desarrollo de software,"MEXICO, MEXICO, ECATEPEC DE MORELOS",55400,Ecatepec
"Instituto educativo avalado por más de 50 años.
Preescolar, Primaria, Secundaria, Preparatoria, Licenciaturas, Maestrías, Doctorados, Especialidades y...",5557703995,201-500 empleados,"Principal
Sede
Calle San José, Instituto , Ecatepec de Morelos, México 55090, MX",Educación,"Ecatepec de Morelos, México",55090,Ecatepec
"Grupo ATN es una empresa productora, manufacturera y comercializadora, con capital 100% mexicano. 

Nos respaldan más de 20 años de experiencia en la ...",8183842211,51-200 empleados,"Principal
Avenida Guerrero 4000, 64500 Del Norte, Monterrey, Monterrey, Nuevo León 64500, MX, Nicolás Bravo No.68 Col. Urbana Ixhuatepec, Ecatepec, Estado de México MX",Construcción,"Monterrey, Nuevo León",64500,Ecatepec
"Colectivo interdisciplinario que logra establecer una base sólida en las áreas de Conservación-Restauración, Diseño y Artes Visuales gracias a la fusi...",5539069106,2-10 empleados,,Artistas y escritores,"Ecatepec., México",,Ecatepec
"Apatzingan S,n. 5a Secc Heroes Ecatepec, Ecatepec De Morelos, State Of Mexico 55060, MX",,,"Apatzingan S,n. 5a Secc Heroes Ecatepec, Ecatepec De Morelos, State Of Mexico 55060, MX",,"Ecatepec De Morelos, State Of Mexico",55060,Ecatepec
"Nos apasiona ayudarte a lograr resultados sobresalientes y marcar la diferencia en tu entorno de trabajo.

Con más de 25 años de experiencia nos hemos...",5557790588,11-50 empleados,"Principal
Puerto Cortes #50. Col. Jardines de Santa Clara, Ecatepec, Estado de México 55450, MX",Desarrollo de software,"Ecatepec, Estado de México",55450,Ecatepec
"CARLOS B. ZETINA NO. 9 FRACC INDUTRIAL XALOSTOC, Ecatepec, Em 55348, mx",,,"CARLOS B. ZETINA NO. 9 FRACC INDUTRIAL XALOSTOC, Ecatepec, Em 55348, mx",Minería,"Ecatepec, Em",55348,Ecatepec
"MOLDES Y MAQUILAS DE PLASTICO CCOMSA, S.A. DE C.V., 
Somos una empresa orgullosamente mexicana, fundada en 1980. 
Nos especializamos en la transformac...",58390320,2-10 empleados,"Principal
Teléfonos: 52 (55) 58390320 52 (55) 58390424
Calle Lago Guanacacha, Mz. 22 Lt. 21 Col. Jardines de Morelos Ecatepec, México, Estado de México, México., Ecatepec de Morelos 55070, MX, Calle Lago Guanacacha, Mz. 22 Lt. 21 Col. Jardines de Morelos , Estado de México, Ecatepec de Morelos 55070, MX",Ingeniería industrial o mecánica,"Estado de México, México., Ecatepec de Morelos",55070,Ecatepec
"Empresa líder en su sector y 100% mexicana que ofrece desde el año 2002 la fabricación, desarrollo y comercialización de vidrios blindados y de alta s...",,51-200 empleados,"Principal
Calz. de la Viga #219 Col. San José Jalapa , Estado de México , Ecatepec / Estado de México 55090, MX","Transporte, logística, cadena de suministro y almacenamiento","Estado de México , Ecatepec / Estado de México",55090,Ecatepec
"CALLE PLOMO 53, Ecatepec De Morelos 55320, MX",,11-50 empleados,"CALLE PLOMO 53, Ecatepec De Morelos 55320, MX",Minería,,55320,Ecatepec
"Chemical Color de México tiene la misión de ser la compañía con la más alta calidad en la fabricación de pigmentos dispersados (Masterbatch), tintas r...",,11-50 empleados,"Principal
Chemical Color de México
Plomo 4, Fracc. Industrial Esfuerzo Nacional, Xalostoc, Estado de México 55320, MX",Fabricación de productos químicos,"Xalostoc, Estado de México",55320,Ecatepec
"Únete a la familia Intertorito y creemos grandes experiencias dentro de una relación a base de confianza, en donde tendrás un equipo de expertos a tu ...",+525559474015,51-200 empleados,"Principal
Estado de México
Tlalnepantla de Baz, Estado de México 54190, MX","Fabricación de maquinaria para minería, construcción y agricultura","Tlalnepantla de Baz, Estado de México",54190,Ecatepec
"La Universidad Analítica Constructivista de México, nace en el año de 2011 como un compromiso de nuestro líder fundador C.P. Hugo Armando Benítez Gran...",5546108606,11-50 empleados,"Principal
Av. de las Torres # 2 Col. Santa Maria Chiconautla
Ecatepec de Morelos, Estado de México 55074, MX",Enseñanza superior,"Ecatepec de Morelos, Estado de México",55074,Ecatepec
"Somos una empresa líder en el mercado papelero con más de 20 años de experiencia en nuestro sector.

Distribuimos papeles y cartones de marcas naciona...",3004-1076,51-200 empleados,"Principal
Delman Internacional
Xicotencatl 11, Xalostoc, Ecatepec de Morelos, Estado de México 55320, MX",Fabricación de papel y productos forestales,"Ecatepec de Morelos, Estado de México",55320,Ecatepec
"Somos una empresa orgullosamente mexicana, con más de 80 años de experiencia en la industria maderera y más de 25 años especializados en la fabricació...",,51-200 empleados,"Principal
Sede
Calle Miguel Hidalgo 96, Zona Industrial Santa Clara, México 55349, MX",Fabricación de envases y embalajes,"Zona Industrial Santa Clara, México",55349,Ecatepec
"AVENIDA CARLOS HANK GONZÁLEZ 225, Ecatepec De Morelos 55280, MX",,11-50 empleados,"AVENIDA CARLOS HANK GONZÁLEZ 225, Ecatepec De Morelos 55280, MX",Enseñanza superior,,55280,Ecatepec
Somos un Studio con más de 15 años de trayectoria que reúne un equipo de profesionales creativos y talentosos comprometidos con la calidad dedicados a...,55 8947 6992,51-200 empleados,"Principal
https://goo.gl/maps/XRBExScuVXRUSo2p8
lazaro cardenas 618 , guadaluoe victoria, Estado de México 55010, MX",Construcción,"guadaluoe victoria, Estado de México",55010,Ecatepec
"Calle Cinco No.155 Colonia Rustica Xalostoc, Ecatepec de Morelos, Mexico, Estado de México 55340, MX",,51-200 empleados,"Principal
https://goo.gl/maps/Wqjn9QqoCJE2
Calle Cinco No.155 Colonia Rustica Xalostoc, Ecatepec de Morelos, Mexico, Estado de México 55340, MX",Servicios de impresión,"Mexico, Estado de México",55340,Ecatepec
"Somos una empresa especializada en el servicio, capacitación y distribución en todos los productos relacionados al café; nuestro principal objetivo es...",,51-200 empleados,,Servicios de alimentos y bebidas,"Tijuana, Baja California",,Ecatepec
"Industrial Mafra siempre a la vanguardia en la comercialización, distribución y desarrollo de proyectos para la industria plástica en toda la Repúblic...",+525557141272,11-50 empleados,"ESCAPE M 75 L 60 NO. 3, ECATEPEC DE MORELOS, ESTADO DE MEXICO 55360, MX, Miguel Othon de Mendizabal # 489, Ciudad de México, Gustavo A. Madero 07700, MX",Fabricación de productos de plástico,"Ciudad de México, Gustavo A. Madero",55360,Ecatepec
"Empresa 100% Mexicana fabricante de espuma de poliuretano flexible:

PRODUCTO
• Bloques con las medidas que usted necesita desde 1.45mts hasta 2.10mts...",,501-1000 empleados,"Espumas Omludam
Francisco Villa no. 83 Col Jardines de Xalostoc, Ecatepec, Estado de México 55330, MX",Fabricación de productos de plástico,"Ecatepec, Estado de México",55330,Ecatepec
NONE,,0-1 empleados,"Principal
Oficinas Generales
Tlalnepantla, Estado de Mexico 54190, MX",Fabricación de maquinaria industrial,"Tlalnepantla, Estado de Mexico",54190,Ecatepec
"En Solaris estamos comprometidos desde hace más de 15 años con acompañarte a descubrir todo el potencial de tus espacios, innovamos pensando siempre e...",5551168851,51-200 empleados,"Principal
Sede
Calle Lázaro Cárdenas #9, Colonia Centro, Ecatepec de Morelos, Estado de México 55000, MX",Comercio al por menor de prendas de vestir y moda,"Ecatepec de Morelos, Estado de México",55000,Ecatepec
"AGROINDUSTRIAS COVADONGA, is a leader in the rice industry in Mexico, composed by four companies integrated in the process of collecting, drying, stor...",,501-1000 empleados,"Principal
Av. Industria No. 5 Col. Sta. Clara, Ecatepec, estado de Mexico 55540, MX",Agricultura,"Ecatepec, estado de Mexico",55540,Ecatepec
"Te ayudamos a incrementar la rentabilidad, competitividad y productividad de tu empresa.",,11-50 empleados,"Principal
Sede
Ecatepec, Estado de México MX",Consultoría y servicios a empresas,"Ecatepec, Estado de México",,Ecatepec
Apasionados por las buenas prácticas y agilidad en proyectos. Capacitamos en formas de trabajo ágil y acompañamos a las empresas e interesados mediant...,,11-50 empleados,"Principal
Sede
Ecatepec de Morelos, MX",Servicios y tecnologías de la información,,,Ecatepec
"MICRO ABRASIVOS SA DE CV is an Abrasive producer in Mexico of Silicon Carbide, Brown Aluminum Oxide and Boron Carbide....",525591977495,51-200 empleados,"Principal
Calle 4 No. 23-A Xalostoc, Xalostoc, Ecatepec De Morelos 55340, MX",Fabricación de productos químicos,"Xalostoc, Ecatepec De Morelos",55340,Ecatepec
Escuela de idiomas,5636515069,11-50 empleados,"Principal
Ciudad Cuahtemoc
Ecatepec de Morelos, México 55000, MX",Educación,"Ecatepec de Morelos, México",55000,Ecatepec
"AVENIDA CENTRAL 120 200-AM, Ecatepec De Morelos 55140, MX",,11-50 empleados,"AVENIDA CENTRAL 120 200-AM, Ecatepec De Morelos 55140, MX",Restauración,,55140,Ecatepec
"Av Central 23 Y Calle 8, Ecatepec De Morelos, Mexico State 55340, MX",,,"Av Central 23 Y Calle 8, Ecatepec De Morelos, Mexico State 55340, MX",,"Ecatepec De Morelos, Mexico State",55340,Ecatepec
"Zomoz es una comunidad en línea donde cualquier persona puede ofrecer sus habilidades, hobbies y talentos. Al mismo tiempo, es más fácil y más accesib...",,2-10 empleados,,Organización de viajes,"Caracas, Miranda",,Ecatepec
"AVENIDA SANTA TERESA/GRECIA 1 L11M31, Ecatepec De Morelos 55200, MX",,11-50 empleados,"AVENIDA SANTA TERESA/GRECIA 1 L11M31, Ecatepec De Morelos 55200, MX",Servicios de alimentos y bebidas,,55200,Ecatepec
"Con la mayor variedad de productos de acero industrial, estructural y construcción en un mismo lugar.

Contamos con más de 60 años en el mercado que n...",56990700,201-500 empleados,"Principal
Calle 2, #10, Ecatepec de Morelos, México 55540, MX",Minería,"Ecatepec de Morelos, México",55540,Ecatepec
"En IAME brindamos servicios de análisis físicos, químicos y eléctricos al líquido aislante, incluyendo el muestreo cuando sea solicitado, así como pru...",55 5770 9791,11-50 empleados,"Principal
Sede
Ecatepec, México 55037, MX",Petróleo y gas,"Ecatepec, México",55037,Ecatepec
"DURO 3, es la solución integral para tu estacionamiento
REPARA, REVITALIZA Y EMBELLECE.",5556992900,51-200 empleados,"Principal
Sede
Hierro 9, A, Ecatepec de Morelos, México 55310, MX",Reparación y mantenimiento,"Ecatepec de Morelos, México",55310,Ecatepec
"En Frimax Carrocerías, somos líderes en la fabricación de carrocerías y soluciones de transporte refrigerado y seco. Nos dedicamos a ofrecer productos...",3318453364,51-200 empleados,"Principal
Sede
45615, Guadalajara , MX, Parque Industrial Coacalco Bodega no. 4 Calle Universidad Hispanoamericana, cruce con Calle San Carlos S/N C.P. 55018 Ecatepec de Morelos, México.
Ecatepec de Morelos, Estado de México 55018, MX, Parque Industrial Gaia, SM-309 MZA-13 L-1A Bodega 28 KM-9 Carretera Cancún-Aeropuerto C.P. 77560 Cancún, Quintana Roo
Cancún, Quintana Roo 77560 , MX","Transporte, logística, cadena de suministro y almacenamiento",,45615,Ecatepec
"DTM DIESEL INTERNACIONAL, S.A. DE C.V. empresa 100% mexicana comprometida a trabajar para la satisfacción del cliente; se ha mantenido dentro del merc...",01(55) 593 885 70,51-200 empleados,,Comercio al por mayor,"Ecatepec, Estado de México",,Ecatepec
Ex,5571117760,51-200 empleados,,Fabricación de maquinaria industrial,"Ecatepec, estado de mexico, Estado de México",,Ecatepec
"CALLE BENITO JUÁREZ 1, Ecatepec De Morelos 55349, MX",,2-10 empleados,"CALLE BENITO JUÁREZ 1, Ecatepec De Morelos 55349, MX",Agricultura,,55349,Ecatepec
SOLTECTRA is a company based out of Mexico.,5588859811,2-10 empleados,"Principal
Topacio 12, La Joya, Ecatpec de Morelos, Estado de México 55016, MX, MX",Servicios y consultoría de TI,"Ecatpec de Morelos, Estado de México",55016,Ecatepec
"Somos una empresa especializada en servicios de consultoría, ingeniería, supervisión, instalación, puesta en marcha y mantenimiento de sistemas contra...",+525512257367,2-10 empleados,"Principal
Sede
Carlos Hank González, Sauces 6, Ecatepec de Morelos, Estado de México 55269, MX",Construcción,"Ecatepec de Morelos, Estado de México",55269,Ecatepec
"Desde 1976 nos especializamos en la producción y comercialización de soluciones portátiles de calentamiento para la industria privada, hotelera y rest...",,51-200 empleados,"Principal
Alumino No. 7, Esfuerzo Nacional.
Ecatepec de Morelos , México 55320, MX, MX",Fabricación de productos químicos,"Ecatepec de Morelos , México",55320,Ecatepec
"Desde hace 35 años Grupo México atiende el sector automotriz, ofreciendo soluciones y equipos de última generación para su área de servicio, taller, l...",5557559600,11-50 empleados,"Principal
México
San Pedro Xalostoc, Ecatepec, Edo.Mex. CP 55310, Vía Morelos 464-B, , Ecatepec, Estado de México 55310, MX",Sector automovilístico,"Ecatepec, Estado de México",55310,Ecatepec
"Con mas de 20 años de experiencia, AREQUIM CPS es un empresa especializada en la Asesoría Técnica y Fabricación de Productos Químicos para: 

- Indust...",55 57 91 14 35,11-50 empleados,"Principal
Ecatepec de Morelos, MEXICO MX",Fabricación de productos químicos,"Ecatepec de Morelos, MEXICO",,Ecatepec
Empresa de tratamiento de residuos,55 9129 9444,2-10 empleados,"Principal
Sede
Ecatepec de Morelos, Estado de México MX",Tratamiento y eliminación de residuos,"Ecatepec de Morelos, Estado de México",,Ecatepec
"Mantenimiento industrial NECI, fundada en 2007, ofrecemos los mejores tiempos de respuesta a los problemas de instalación, remodelación e integración ...",5587897821,11-50 empleados,"Principal
GAVILAN MANZANA 7 LOTE 11, GRANJAS POPULARES, ESTADO DE MEXICO, Estado de México 55104, MX",Reparación y mantenimiento,"ESTADO DE MEXICO, Estado de México",55104,Ecatepec
"SENSETECH™ es un integrador tecnológico de valor que atiende de forma directa al usuario final ( B2B ) a través de nuestro e-commerce , logrando así c...",+52 (55) 8854 8371,11-50 empleados,,Servicios y tecnologías de la información,,,Ecatepec
Un programa de preparación y recuperación de tiempo para presentar un examen integral por parte del Bachillerato Tecnológico y obtener su certificado....,5515249379,2-10 empleados,"Principal
Sede
México, México 55070, MX",Educación,"México, México",55070,Ecatepec
"Somos una compañía 100% mexicana fundada por un grupo de profesionistas altamente capacitados y con gran experiencia.
Ofrecemos las mejores soluciones...",55 8526 1856,11-50 empleados,,Generación de energía renovable,"San Mateo Atenco, México",,Ecatepec
"Somos una empresa certificada con la ISO 9001:2015 que diseña y fabrica colores de alto impacto visual en masterbatch, pigmento y aditivo para la indu...",5557147272,11-50 empleados,"Principal
Miguel Hidalgo 131, Urbana Ixhuatepec
Ecatepec de Morelos, Estado de México 55349, MX",Fabricación de productos de plástico,"Ecatepec de Morelos, Estado de México",55349,Ecatepec
"Fullfitment compañía especializada en servicios y tecnologías para la consultora estratégica de análisis y gestión de datos, que ayuda a las empresas ...",,51-200 empleados,"Principal
Sede
Avenida López Portillo, Ecatepec de Morelos, 55027, MX",Servicios de datos de sistemas de TI,,55027,Ecatepec
