id ×,Nombre ×,Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
220,amarelo mexico,"Venta de Todo Tipo De Maquinaria Pesda Los Mejores Precios Del Mercado Envios a Toda La Republica Mexicana Sin Costo Adicional Politicas

En Amarelo, ...",,51-200 empleados,"Principal
Amarelo power
Km. 2.8, Carr. Federal Pachuca - Mexico , La Laguna,, galpon numero 10, mexico, estado de mexico 54190, MX",Fabricación de maquinaria,"mexico, estado de mexico",54190,Ecatepec
221,SMARTdental,"SMARTdental es una clínica de especialidades dentales, que tiene por objetivo la atención integral basada en el trabajo en equipo de Odontólogos desta...",,11-50 empleados,"Principal
Av. Libertadores de América Mz6 Lt5 fracc. Las Américas, Ecatepec de Morelos , Av. 527 #79 Unidad Aragón 1a secc. Del. Gustavo A. Madero , Ecatepec de Morelos , México 55070, MX",Consultorios médicos,"Ecatepec de Morelos , México",55070,Ecatepec
222,American Specialized Textiles,"Founded in 1941, American Specialized Textiles is a leading manufacturer of knitted textiles in Mexico, combining heritage with technology to produce ...",,201-500 empleados,"Ecatepec de Morelos, México MX",Fabricación de productos textiles,"Ecatepec de Morelos, México",,Ecatepec
224,VERDIN´S GENERAL REACTION S.A DE C.V,"Somos una compañía mexicana dedicada a la comercialización, investigación, desarrollo de productos para los mercados clínico, control de calidad, farm...",5524691837,11-50 empleados,"Principal
ESTADO DE MÉXICO
55070, ECATEPEC DE MORELOS, ESTADO DE MÉXICO 55070, MX","Transporte, logística, cadena de suministro y almacenamiento","ECATEPEC DE MORELOS, ESTADO DE MÉXICO",55070,Ecatepec
226,"AUTOTRANSPORTES SAN PEDRO SANTA CLARA KM. 20, S.A. DE C.V.","CALLE ADOLFO LÓPEZ MATEOS 653 0, Ecatepec De Morelos 55540, MX",,51-200 empleados,"CALLE ADOLFO LÓPEZ MATEOS 653 0, Ecatepec De Morelos 55540, MX",Transporte terrestre en camión,,55540,Ecatepec
227,ENVASES PLÁSTICOS NGI,"Somos una empresa líder en la fabricación de envases de polietileno de alta densidad, especializada en ofrecer soluciones para la industria deportiva ...",5588113731,11-50 empleados,"Principal
Sede
Ciudad de México, Estado de México 55280, MX",Fabricación de envases y embalajes,"Ciudad de México, Estado de México",55280,Ecatepec
229,Consultora en Sistemas de productividad Y SAP PM,Somos una empresa líder en el ramo de TI enfocados  en el desarrollo de soluciones Tecnológicas que permiten a nuestros clientes incrementar de manera...,,51-200 empleados,"Principal
Sede
Camelia 8, jardines del tepeyac , ECATEPEC, Mexico 55220, MX",Desarrollo de software,"ECATEPEC, Mexico",55220,Ecatepec
230,SILAMEDIC COMERCIALIZADORA SA DE CV,"Silamedic comercializadora S.A. de C.V. es una empresa 100% mexicana creada con el objetivo de proporcionar servicios relacionados a la compra venta, ...",,11-50 empleados,"Principal
Corporativo
Cuba 29 A, Las Americas, Ecatepec, Mexico 55070, MX, Green Grass Zona Rosa
Genova 33A, Col. Juarez, Zona Rosa, Mexico, Df 06600, MX, Boy's Factory
Plaza Lindavista PA, Av. Montevideo esq Politecnico, México, DF MX, Green Grass Forum Tlaquepaque
Blvd. Marcelino García Barragán 2077 y 2377, FC 05 Centro Comercial Fórum, Col. Prados del Nilo, Guadalajara, Jalisco MX, Boy's Factory
Av 10 N entre la 6 y la 8, Centro de Playa, Playa del Carmen, Quintana Roo MX",Comercio al por mayor,"Ecatepec, Mexico",55070,Ecatepec
231,X-Chem S.a de C.v,"X-CHEM es una empresa orientada a brindar a sus clientes productos químicos de excelente calidad, con el respaldo de proveedores reconocidos, comprome...",5557690085,51-200 empleados,"Principal
Sede
55120, Cuauhtémoc #21 , ECATEPEC DE MOR, MEXICO 55349, MX",Fabricación de productos químicos,"ECATEPEC DE MOR, MEXICO",55120,Ecatepec
232,Grupo De La Rosa,"Más de 55 años dando servicio como mayorista de las principales marcas de autopartes en México.
Grupo De La Rosa está conformado por las empresas Adel...",5546187087,201-500 empleados,"Principal
Matriz
Estado de México, México 54190, MX",Comercio al por menor,"Estado de México, México",54190,Ecatepec
239,TALLER DE CORTE TEXTIL,"CALLE GOBERNADOR J.L. SOLORSANO 24 MZ 92, Ecatepec De Morelos 55270, MX",,11-50 empleados,"CALLE GOBERNADOR J.L. SOLORSANO 24 MZ 92, Ecatepec De Morelos 55270, MX",Fabricación de productos textiles,,55270,Ecatepec
241,Comercial y Transporte Gas Natural Comprimido,"Como profesionales del sector, hemos liderado y gestionado con éxito proyectos de Gas Natural Comprimido, brindando soluciones energéticas limpias y e...",,51-200 empleados,"Principal
Planta
Cerrada, Calz. de la Viga sn, Ex Rancho Jajalpa, 55090 Ecatepec de Morelos, Planta , Estado de México, Ecatepec de Morelos 55090, MX",Distribución de gas natural,"Estado de México, Ecatepec de Morelos",55090,Ecatepec
242,Herrajes Azteca,"Distribuidora de herrajes para vidrio templado y aluminio arquitectónico. Venta de láminas de policarbonatos, láminas de acrílico, silicones y sellado...",5521148055,11-50 empleados,,Comercio al por mayor de materiales de construcción,"Ciudad Azteca, México",,Ecatepec
245,MUELLES UNIVERSAL DIVISIÓN NORTE SA DE CV,"CALLE MÉXICO-PACHUCA 1, Tlalnepantla 54190, MX",,51-200 empleados,"CALLE MÉXICO-PACHUCA 1, Tlalnepantla 54190, MX",Sector automovilístico,,54190,Ecatepec
246,TECNOLÓGICO,"CALLE INSURGENTES 0 SN, Ecatepec De Morelos 55020, MX",,201-500 empleados,"CALLE INSURGENTES 0 SN, Ecatepec De Morelos 55020, MX",Enseñanza superior,,55020,Ecatepec
247,"TRANSPORTES ESPECIALIZADOS ANTONIO DE LA TORRE E HIJOS, S.A. DE C.V.","CALLE VERACRUZ 206 0, Ecatepec De Morelos 55400, MX",,201-500 empleados,"CALLE VERACRUZ 206 0, Ecatepec De Morelos 55400, MX",Transporte de mercancías y paquetes,,55400,Ecatepec
248,TINTAS GRAFI COLOR SA DE CV,"Tintas Graficolor, líder innovador en el mundo de las artes gráficas, especializada en la creación de tintas, barnices y lacas de alta calidad. Con dé...",55 5699 2040,51-200 empleados,"Principal
Estado de México
Acero 12, Industrial Esfuerzo Nal, 12, Ecatepec de Morelos, Mexico 55320, MX, CALLE ACERO 12, Ecatepec De Morelos 55320, MX",Fabricación de productos químicos,"Ecatepec de Morelos, Mexico",55320,Ecatepec
249,AF Logística,"Somos una empresa con más de 30 años de experiencia en la implementación de soluciones en sistemas personalizados de almacenamiento y logística, a un ...",5543804363,11-50 empleados,"Principal
Sede
Perico Mz 4, Lt. 5 S/N, Colonia Granjas Populares, Ecatepec, Edo.de México 55100, MX","Transporte, logística, cadena de suministro y almacenamiento","Ecatepec, Edo.de México",55100,Ecatepec
250,"BLOWERS AND PRODUCTS DE MEXICO, S.A. DE C.V.","Empresa dedicada a la venta y distribución de las principales marcas a nivel mundial fabricante de sopladores, sistemas de pretratamiento de aguas res...",,11-50 empleados,"Oficinas Generales
Uruguay 46 lt 17 mz 69, Col. Jardines de Cerro Gordo, Ecatepec, Estado de Mexico 55100, MX, Taller de servicio Postventa
Bolivia mz. 72 lt 13, Col. Jardines de Cerro Gordo, Ecatepec, Estado de Mexico 55100, MX",Servicios medioambientales,"Ecatepec, Estado de Mexico",55100,Ecatepec
252,EDYMEI S.A. DE C.V.,Somos una empresa mexicana dedicada a crear soluciones para satisfacer las necesidades de nuestros clientes y prospectos en relación a la impresión di...,5576663259,11-50 empleados,"Principal
Sede
2da Cerrada de Romero, Mz. 2, Lt. 15, Ecatepec, Estado de México 55400, MX",Comercio al por menor de equipos de oficina,"Ecatepec, Estado de México",55400,Ecatepec
253,MUNICIPIO DE TLALNEPANTLA,"CALLE ZACATECAS 6, Tlalnepantla 54190, MX",,11-50 empleados,"CALLE ZACATECAS 6, Tlalnepantla 54190, MX",Gestión de inversiones,,54190,Ecatepec
254,Panaderias Asociadas,Panificadoras Asociadas (Indupan) una panificadora industrial con más de 70 años de experiencia en el sector de Alimentos en El Valle de Mexico. Nos d...,5553567883,201-500 empleados,"Principal
Headquarters
Avenida Río Consulado 265, Azcapotzalco, Mexico City 02980, MX, San Carlos
Avenida Oriente 12 No 24, Ecatepec, Edo de Mexico 55080, MX",Fabricación de productos horneados,"Azcapotzalco, Mexico City",02980,Ecatepec
255,Century 21 CyH,Siente la confianza de comprar o promover tu inmueble con nosotros. Cuenta con los mejores profesionales inmobiliarios para dar atención a tus necesid...,,11-50 empleados,"Principal
Sede
55120, Ecatepec de Morelos, México 55210, MX",Bienes inmuebles,"Ecatepec de Morelos, México",55120,Ecatepec
256,COLEGIO FRIDA KAHLO,"CALLE AMAPOLAS 10 MANZANA 3, Ecatepec De Morelos 55140, MX",,51-200 empleados,"CALLE AMAPOLAS 10 MANZANA 3, Ecatepec De Morelos 55140, MX",Educación primaria y secundaria,,55140,Ecatepec
257,MEES Señalización e Imagen,"Somos especialistas en señalización e imagen corporativa para estaciones de servicio, gasolineras y gaseras con más de 20 años de experiencia en el se...",5543335746,11-50 empleados,"Principal
Principal
Sonora Lt. 23 Mz. 215, Col. Sta. Ma. Tulpetlac, Ecatepec, México 55400, MX",Petróleo y gas,"Ecatepec, México",55400,Ecatepec
259,ETICOBAR,"Producimos etiquetas para la industria alimenticia, farmacéutica, laboratorios médicos, automotriz, productos industriales, vinos y licores etc.

Co...",5512313503,11-50 empleados,"Principal
Sede
Ecatepec de Morelos , Estado de México 55138, MX",Servicios de impresión,"Ecatepec de Morelos , Estado de México",55138,Ecatepec
260,Maquinados Industriales Especiales DURI,"En 2007, M. Duarte tenía la visión de un Empresa de ingeniería mecánica que aportaría la innovación que ninguna otra compañía había aportado antes. Es...",56999189,11-50 empleados,"Principal
Pirámides 3, San Pedro Xalostoc, Ecatepec, México 55310, MX",Fabricación de maquinaria industrial,"Ecatepec, México",55310,Ecatepec
261,MECLEMSA,"En MECLEMSA, nos especializamos dese 1974 en el granallado, una técnica fundamental para lograr superficies limpias, preparadas y de alta calidad. El ...",+52 55 5569 6278,11-50 empleados,"Principal
Sede
Guadalajara 27, Col. Constitución de 1917, Tlalnepantla, Estado de México 54190, MX",Fabricación de maquinaria,"Tlalnepantla, Estado de México",54190,Ecatepec
263,Laboratorio Zhiyao S.A de C.V,Somos un Laboratorio de Fabricación de productos para el parea cosmética y suplementos. Avalados por la autoridad sanitaria para la fabricación de los...,5543425349,51-200 empleados,"Principal
Sede
Gasoducto 97 Col.San Pedro Xalostoc, Mexico, Estado de Mexico 55310, MX",Fabricación de productos de cuidado personal,"Mexico, Estado de Mexico",55310,Ecatepec
264,RECTIFICADORA,"CALLE PLUTARCO ELÍAS CALLES 19 LT 33 MZ, Ecatepec De Morelos 55230, MX",,11-50 empleados,"CALLE PLUTARCO ELÍAS CALLES 19 LT 33 MZ, Ecatepec De Morelos 55230, MX",Servicios para el individuo y la familia,,55230,Ecatepec
265,ESCUELA LAS AMERICAS,"AVENIDA JORGE JIMÉNEZ CANTÚ 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",,51-200 empleados,"AVENIDA JORGE JIMÉNEZ CANTÚ 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",Educación primaria y secundaria,,55339,Ecatepec
266,Kisson,"Somos una empresa 100% mexicana, iniciando operaciones en 1967 en Ecatepec de Morelos, Estado de México. A lo largo del tiempo hemos llegado a diseñar...",5557559948,201-500 empleados,"Principal
Fábrica
Avenida Vicente Lombardo Toledano 45, Ecatepec de Morelos, México 55540, MX","Fabricación de productos de vidrio, cerámica y cemento","Ecatepec de Morelos, México",55540,Ecatepec
269,OLMOSPACK,"Avenida Nicolás Bravo, No 50 , Ecatepec de Morelos, México 55070, MX",,11-50 empleados,"Principal
Sede principal
Avenida Nicolás Bravo, No 50 , Ecatepec de Morelos, México 55070, MX",Fabricación de productos de plástico,"Ecatepec de Morelos, México",55070,Ecatepec
270,SUDELIM S.A DE C.V.,"Fabricante de peróxidos orgánicos, blanqueadores de harina, aditivos para pinturas, pigmentos empastados, detergentes....",,51-200 empleados,"Principal
Francisco Villa S/N, San Francisco Xal, 55330 Ecatepec de Morelos, Méx, Ecatepec de Morelos, Mexico 55330, MX",Fabricación de productos químicos,"Ecatepec de Morelos, Mexico",55330,Ecatepec
271,CartonPlast,"Somos fabricantes en México de materiales alveolares (corrugados) y sólidos a base de polímeros como polipropileno y polietileno en lámina, estando es...",+525569630687,201-500 empleados,"Principal
Sede
Calle Carlos B. Zetina 20b, Industrial Xalostoc, México 55348, MX",Fabricación de productos de plástico,"Industrial Xalostoc, México",55348,Ecatepec
272,CRISTALES INASTILLABLES DE MEXICO SA DE CV,"CALLE AVENIDA CENTRAL 101, Ecatepec De Morelos 55320, MX",,51-200 empleados,"CALLE AVENIDA CENTRAL 101, Ecatepec De Morelos 55320, MX",Recursos humanos,,55320,Ecatepec
274,Rock & Stone Decorativos,"Somos una empresa mexicana dedicada a la fabricación de piedra aparente prefabricada a base de concreto ligero para recubrir muros, ideal para decorac...",26447793,11-50 empleados,"Principal
Matriz
55010, 56, ECATEPEC, Estado de México 55010, MX",Arquitectura y planificación,"ECATEPEC, Estado de México",55010,Ecatepec
275,Espacios Architecture & Design,"Espacios Architecture & Design, es una empresa joven e innovadora, dirigida a los profesionales de la construcción y profesionistas en formación.
Busc...",,11-50 empleados,,Arquitectura y planificación,,,Ecatepec
278,Instituto de Ortodoncia IBO S.C.,Institución de educación superior con más de 30 años de experiencia impartiendo el programa más completo de Especialidad en Ortodoncia y Ortopedia Max...,5543950550,11-50 empleados,"Principal
Sede
Coyotepec 30, Col. Altavilla, Ecatepec de Morelos, Estado de México 55390, MX, Campus Tlalnepantla
Av. de los Deportes 14, Odontika Dental Center Arboledas, Tlalnepantla, Estado de México 54026, MX",Educación,"Ecatepec de Morelos, Estado de México",55390,Ecatepec
280,JOMS DE MÉXICO,Especializados en la Asesoría y Suministro de Insumos MRO de marcas premium para el Sector Industrial con la finalidad de satisfacer las más altas exi...,5551169319,11-50 empleados,"Principal
Av. Insurgentes #150, El Calvario, 55020 Ecatepec de Morelos, Méx.
55020, Av. Insurgentes #150, El Calvario, 55020 Ecatepec de Morelos, Méx., ECATEPEC, Estado de México 55020, MX",Ingeniería industrial o mecánica,"ECATEPEC, Estado de México",55020,Ecatepec
282,Grupo DJR,"Somos una empresa dedicada a comercializar en una gran variedad de artículos para el hogar, negocio e industria.

Estamos orientados hacia la satisfac...",,51-200 empleados,"Principal
Av. Lechería Texcoco, Nave F, Bodega 616, Ecatepec de Morelos, Estado de México 55060, MX",Industria manufacturera,"Ecatepec de Morelos, Estado de México",55060,Ecatepec
283,Gamex Pack,"Gamex Pack S.A. de C.V.
fue fundada en el año 2018 con capital 100% mexicano, la idea surgió para poder suplir la demanda mexicana de tubos de alumini...",55 5775 3556,11-50 empleados,"Principal
Sede
Ignacio López Rayón 56,, Int. 301, Col. Ignacio Allende, Ecatepec de Morelos, Estados de México 55149, MX",Fabricación de envases y embalajes,"Ecatepec de Morelos, Estados de México",55149,Ecatepec
286,RUBOPLAST S.A. de C.V.,"Ruboplast es una empresa líder en México dedicada al reciclaje y aprovechamiento óptimo de residuos sólidos. Con más de 20 años de experiencia, estamo...",,51-200 empleados,"Principal
Sede
México, Estado de México 55340, MX",Fabricación de productos de plástico,"México, Estado de México",55340,Ecatepec
287,Limpieza Pegaso,"Limpieza Pegaso S.A. de C.V. es una empresa 100% mexicana con mas de 15 años de experiencia, comprometida con el medio ambiente que se dedica al mante...",+52 55 5770 0576,51-200 empleados,"Principal
Oficinas
Av. Pirules, Edificio M, Departamento 202, Lomas de Ecatepec, Ecatepec Estado de México, C.P. 55080, 202, Ecatepec, Estado de México 55080, MX",Servicios al consumidor,"Ecatepec, Estado de México",55080,Ecatepec
288,ALTEX PRODUCTS MEXICO S DE RL DE CV,"CALLE MIGUEL HIDALGO 124, Ecatepec De Morelos 55349, MX",,201-500 empleados,"CALLE MIGUEL HIDALGO 124, Ecatepec De Morelos 55349, MX",Fabricación de productos de plástico,,55349,Ecatepec
289,"Grupo Modupanel: Cámaras de Refrigeración y Congelación: Diseño, Fabricación, Mantenimiento.","Grupo Mudupanel, será tu aliado estratégico para contribuir de la mejor manera en la solución de tus Proyectos y Necesidades relacionados con la REFRI...",,11-50 empleados,"Principal
Nuestras Instalaciones, se encuentran en el Estado de México.
OFICINAS, PLANTA, San Salvador Atenco, Estado de México 56310, MX",Almacenamiento,"San Salvador Atenco, Estado de México",56310,Ecatepec
290,BARNICES Y RESINAS SA DE CV,"CALLE ACERO 1 SN, Ecatepec De Morelos 55320, MX",,51-200 empleados,"CALLE ACERO 1 SN, Ecatepec De Morelos 55320, MX",Fabricación de productos químicos,,55320,Ecatepec
291,Distribuidora Medivet,Distribuidor de medicamentos y alimentos para pequeñas especies. Representamos a los principales laboratorios en la industria farmacéutica veterinaria...,01 55 4747 5256,51-200 empleados,"Principal
Oficinas Generales
Av. Vicente Guerrero, Col. Poesía Mexicana, Manzana 7, Ecatepec de Morelos, Estado de México 55210, MX",Comercio al por mayor,"Ecatepec de Morelos, Estado de México",55210,Ecatepec
292,GC Printing,"GC Printing es una empresa mexicana consolidada dentro de la industria gráfica con más de 34 años de experiencia, ofreciendo servicios a nivel naci...",,51-200 empleados,"Principal
Headquarters
Calle 14, 40, Ecatepec, Estado de México 55340, MX",Servicios de impresión,"Ecatepec, Estado de México",55340,Ecatepec
293,Marber la Cremería,"Marber es un grupo de empresas dedicadas a la comercialización y distribución de productos lácteos, carnes frías y abarrotes, entre otros. Nuestro pri...",,201-500 empleados,"Principal
Sede
Ecatepec de Morelos, México 55060, MX",Servicios de alimentos y bebidas,"Ecatepec de Morelos, México",55060,Ecatepec
294,Muevetec Motocarros,"Muevetec es una empresa fundada en febrero del 2007 dedicada a la customización y comercialización de motocarros, híbridos y eléctricos para apoyar la...",5588985968,51-200 empleados,"Principal
CEDIS
Universidad Hispanoamericana S/N , Guadalupe Victoria, Bodega 2, Ecatepec de Morelos, México 55010, MX",Sector automovilístico,"Ecatepec de Morelos, México",55010,Ecatepec
295,Sicconcretos,"Empresa con espíritu de servicio que impone una tendencia de consumo novedosa. Contamos con un estricto control de calidad, basado en muestreos y equi...",5589449416,51-200 empleados,"Principal
Sede
Calle Durango, #4, Tlalnepantla de Baz, México 54190, MX","Fabricación de productos de vidrio, cerámica y cemento","Tlalnepantla de Baz, México",54190,Ecatepec
296,CentrumTransgenia,"Centrum Transgenia tiene dos grandes actividades:

- Ser una empresa de simulación, modelado y construcción de escenarios virtuales que permitan evalu...",5525326944,11-50 empleados,"Principal
Camelia 94, 43, Ecatepec de Morelos, Estado de México 55200, MX",Servicios de investigación,"Ecatepec de Morelos, Estado de México",55200,Ecatepec
297,Agencia Cronos Marketing,Construimos y apoyamos a nuestros clientes. Tenemos el “Know How” para poder hacer realidad cualquier campaña y desafío que nuestros Partners necesite...,5612812303,51-200 empleados,"Principal
Cubrimos toda la Republica Mexicana
ADOLFO LOPEZ MATEOS, Mexico, Ecatepec 55000, MX",Servicios de publicidad,"Mexico, Ecatepec",55000,Ecatepec
298,PRESTA PRENBA DE BANCO AZTECA,"CALLE HERMENEGILDO GALEANA 11, Ecatepec De Morelos 55000, MX",,11-50 empleados,"CALLE HERMENEGILDO GALEANA 11, Ecatepec De Morelos 55000, MX",Banca,,55000,Ecatepec
299,MAS Diagnostics,"Grupo MAS inicia formalmente en Enero de 2009, con el propósito principal de proveer soluciones enfocadas al servicio del diagnóstico clínico, hospita...",55 8581 7800,11-50 empleados,"Principal
Oficinas y almacén
54195, Tlanepantla , Estado de México 54195, MX",Laboratorios médicos y de diagnóstico,"Tlanepantla , Estado de México",54195,Ecatepec
300,IMEVIS,"CALLE PALMAS 2, Ecatepec De Morelos 55030, MX",,51-200 empleados,"CALLE PALMAS 2, Ecatepec De Morelos 55030, MX",Gestión de inversiones,,55030,Ecatepec
301,UNIFORMES EQ5,"Somos fabricantes de todo tipo de prendas, como puede ser desde el tipo casual hasta el especifico de cada área  como son uniformes escolares, deporti...",5513078245,51-200 empleados,"Principal
Av. Revolucion antes 30-30, Ecatepec, Estado de Mexico 55024, MX, Ecatepec, Estado de Mexico 55024, MX",Fabricación de productos textiles,"Ecatepec, Estado de Mexico",55024,Ecatepec
302,Revista Agro Industria,Revista especializada en promover el desarrollo agroindustrial de México,,11-50 empleados,"Principal
Estado de Mexico, México 54190, MX",Agricultura,"Estado de Mexico, México",54190,Ecatepec
303,Global employments de America SA de CV,"col, Mexico, State of Mexico 55000, MX",,11-50 empleados,"col, Mexico, State of Mexico 55000, MX",Servicios y consultoría de TI,"Mexico, State of Mexico",55000,Ecatepec
304,DETALLES CERÁMICOS,"DETALLES CERAMICOS es una empresa 100% Mexicana con más de 30 años de experiencia dedicado a la venta de una amplia gama de productos como, Muebles de...",5555691056,51-200 empleados,"Principal
Santa Clara Coatitla
55540, Via Morelos No. 421 Km 16, Ecatepec de Morelos, Estado de Mexico 55540, MX",Construcción,"Ecatepec de Morelos, Estado de Mexico",55540,Ecatepec
305,Ideas & Conceptos Agencia de Marketing,"Ideas y conceptos, es una agencia 360 dedicada al servicio de asesoría de Marketing Comercial.

Integramos desde la estratégica de comunicación y desa...",3324298743,11-50 empleados,,Servicios de publicidad,"Zapopan, Jalisco",,Ecatepec
307,Net Copiadoras,"Net Copiadoras se enfoca en brindar soluciones en equipos de impresión digital, siendo la plataforma multimarca y multicanal numero uno de México, con...",55 5767 1115,11-50 empleados,"Principal
Edo Mex
Ing. Salvador Sánchez Colin Mz.43 Lt 39, Granjas Valle de Guadalupe, Ecatepec De Morelos, Mex 55029, MX",Comercio al por menor de equipos de oficina,"Ecatepec De Morelos, Mex",55029,Ecatepec
308,ECONTAINER MEXICO,Manejo Integral de residuos. Soluciones Integrales para empresas sustentables.,,501-1000 empleados,"Principal
Sede
55310, belisario dominguez, ecatepec de morelos, edo mex 55310, MX",Tratamiento y eliminación de residuos,"ecatepec de morelos, edo mex",55310,Ecatepec
309,"ICSA INDUSTRIAS CAMPUZANO, S.A. DE C.V.","ICSA INDUSTRIAS CAMPUZANO, S.A. DE C.V.",5557491486,11-50 empleados,"Principal
AVENIDA CENTRAL 3, Ecatepec de Morelos, Estado de México 55340, MX",Minería,"Ecatepec de Morelos, Estado de México",55340,Ecatepec
310,Blake-Inc,Ofrecemos soluciones innovadoras relacionadas con la industria de la construcción y fabricamos maquinaria para la manufactura de concreto. Nuestras pr...,52 (55) 5114-4995,11-50 empleados,"Principal
Calle Ejercito del Trabajo Mza 8 Lote 31 Col. Ejercito del Trabajo 2 Ecatepec, Estado De Mexico ., Ecatepec, Estado de México 55238, MX",Construcción,"Ecatepec, Estado de México",55238,Ecatepec
312,CENTRO DE AUTISMO TELETON,"CALLE MARTE 3 0, Ecatepec De Morelos 55220, MX",,201-500 empleados,"CALLE MARTE 3 0, Ecatepec De Morelos 55220, MX",Consultorios médicos,,55220,Ecatepec
313,ICET,"¡Integrando Soluciones!  ICET, inicio labores el 25 de febrero en el año de 1999 siendo una empresa cien por ciento mexicana, que brinda el mejor serv...",+525558390755,51-200 empleados,"Principal
Av. Palomas Mz.3 Lt.9 No.60 Col.Llano de los Báez
Ecatepec de Morelos, Estado de México 55055, MX",Telecomunicaciones,"Ecatepec de Morelos, Estado de México",55055,Ecatepec
314,"Fabricación de colectores de Polvo y Ventiladores RB, S.A. de C.V","FACO es su opción competente cuando se trata de Equipos de Ventilación, Atmosféricos, Colectores de Polvo, Hornos y Casetas de Pintura, entre muchos m...",5557113123,11-50 empleados,"Principal
Sede
Calle Emiliano Zapata 46, Ecatepec de Morelos, México 55240, MX",Servicios medioambientales,"Ecatepec de Morelos, México",55240,Ecatepec
315,Centro de Control de Confianza del Estado de México,"El Centro de Control de Confianza es un organismo público descentralizado, con personalidad jurídica y patrimonio propios, sectorizado a la Secretaría...",55 5938 9493,201-500 empleados,,Servicios públicos,"Lerma de Villada, Estado de México",,Ecatepec
319,CETIS 119,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA 0 SN, Ecatepec De Morelos 55210, MX",,51-200 empleados,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA 0 SN, Ecatepec De Morelos 55210, MX",Enseñanza superior,,55210,Ecatepec
320,Grupo Sepmi,Desde 2006 somos fabricantes y proveedores de equipos para laboratorio de la industria de la construcción....,5510832598,11-50 empleados,"Principal
Oficinas centrales
Av. Independencia Mz. 45, Lt. 35-17B, Cond. Viña Del Mar, Fracc. Las Americas, Ecatepec De Morelos, Estado de Mexico 55076, MX",Fabricación de maquinaria,"Ecatepec De Morelos, Estado de Mexico",55076,Ecatepec
325,Proymsa,Producción de componentes metalmecánicos especializados con tiempos de entrega incomparables y certificaciones internacionales. Con más de tres década...,52 56 1098 3762,11-50 empleados,"Principal
Sede
C. Cañada 9 , ECATEPEC, ESTADO DE MEXICO 55025, MX",Fabricación de productos metálicos,"ECATEPEC, ESTADO DE MEXICO",55025,Ecatepec
326,RHEIN LOGISTICS SA DE CV,"TERRACERÍA MÉXICO-PACHUCA 571, Ecatepec De Morelos 55540, MX",,51-200 empleados,"TERRACERÍA MÉXICO-PACHUCA 571, Ecatepec De Morelos 55540, MX",Transporte de mercancías y paquetes,,55540,Ecatepec
327,HOSPITAL ALIANZA,"AVENIDA CARLOS HANK GONZÁLEZ 0 SN, Ecatepec De Morelos 55280, MX",,11-50 empleados,"AVENIDA CARLOS HANK GONZÁLEZ 0 SN, Ecatepec De Morelos 55280, MX",Hospitales y atención sanitaria,,55280,Ecatepec
328,Grupo Elite Publicidad,"Somos una empresa dedicada a la publicidad con venta a través de internet, vendemos: lonas, volantes, sublimación, corte de vinil, tripticos, dipticos...",,11-50 empleados,"Principal
55000, MX",Servicios de publicidad,,55000,Ecatepec
329,"EXPERTOS EN SEGURIDAD PRIVADA, S.A. DE C.V.","CALLE AZUCENA 646 1, Ecatepec De Morelos 55070, MX",,11-50 empleados,"CALLE AZUCENA 646 1, Ecatepec De Morelos 55070, MX",Seguridad e investigación,,55070,Ecatepec
330,Ferretería Santander,"Somos un corporativo con 5 ferreteras localizadas en area metropolitana, con una estructura operativa para entregar a toda la republica mexicana, brin...",5559999996,51-200 empleados,"Principal
Headquarters
Via. Morelos KM11, Ecatepec Morelos, MEXICO, Estado de Mexico 55348, MX","Comercio al por mayor de equipos de ferretería, fontanería y calefacción","MEXICO, Estado de Mexico",55348,Ecatepec
331,MAESI S.A DE C.V,"MAESI S.A DE C.V.: Líderes en Ingeniería Eléctrica

Con más de 20 años de trayectoria, MAESI S.A DE C.V. se destaca en el sector de la ingeniería eléc...",5563577996,51-200 empleados,"Principal
Calle José de San Martín, las americas, ecatepec de Morelos 1B
Estado de México, Estado de Mexico 55070, MX",Mantenimiento de maquinaria comercial e industrial,"Estado de México, Estado de Mexico",55070,Ecatepec
333,ProcemecSA,"PROCEMEC es una empresa mexicana dedicada a la fabricación y de servicios, primordialmente para el mantenimiento de la industria manufacturera metal m...",57837581,11-50 empleados,"Principal
AV. CENTRAL MZ. 13 LOTES 21 Y 22 COL. MELCHOR MUZQUIZ, ECATEPEC DE MORELOS ESTADO DE MEXICO, C.P. 55240
Ecatepec, México 55240, MX",Fabricación de maquinaria industrial,"Ecatepec, México",55240,Ecatepec
335,PPIA PLASTICS S.A. DE C.V.,"Somos una empresa mexicana productora de plásticos dirigidos a la industria alimentaria, cuidando en cada proceso la calidad y la seguridad que tus al...",5548100644,11-50 empleados,"Principal
Sede
Calle Gobernador Francisco Javier González 148, Ecatepec de Morelos, México 55270, MX",Fabricación de envases y embalajes,"Ecatepec de Morelos, México",55270,Ecatepec
